rfc_num,rule
2303,"string = PCHAR
         ; note that printable characters are %x20-7E"
2303,mta-I-pstn = domain
2303,S=Allocchio;G=Claudio;
2304,mta-I-fax = domain
2304,S=Allocchio;G=Claudio;
2307,key               = keystring
2307,server            = keystring
2307,path              = keystring
2307,encryptedpassword      = encrypted password
2307,altscheme               = keystring
2308,RDCODE=NXDOMAIN
2308,RDCODE=NOERROR
2311,micalg=sha1; boundary=boundary42
2326,extension-method = token
2326,s=SDP Seminar
2326,i=A Seminar on the session description protocol
2326,a=recvonly
2326,address             =    host
2326,i=audio test
2326,i=See above
2326,field-name         =      token
2326,s=I contain
2327,v=  (protocol version)
2327,s=  (session name)
2327,s=SDP Seminar
2327,i=A Seminar on the session description protocol
2327,a=recvonly
2327,"username =            safe
                      ;pretty wide definition, but doesn't include space"
2332,Length = variable
2334,Length = variable
2338,H  =  Host computer
2338,MR  =  Master Router
2371,unreserved = ASCII character octets with values in the range
2377,cn=Reading Room
2381,SCR = R
2401,Hx   = host x
2401,SGx  = security gateway x
2401,Rx   = router x
2401,lastSeq = seq;
2401,bitmap = bits;
2401,lastSeq = last;
2410,data =           0x123456789abcdef
2421,application=faxbw reduces interoperability in the absence of explicit
2421,application=faxbw content type
2425,boundary=woof;
2426,value        = uri
2426,"agent-refer-value = uri
     ; URI MUST refer to image content of given type"
2426,"snd-refer-value      = uri
     ; URI MUST refer to audio content of given type"
2426,"img-refer-value = uri
     ;URI MUST refer to image content of given type"
2437,s = OS2IP (S)
2439,setfigure-of-merit =ceiling
2445,cal-address        = uri
2445,FREQ=DAILY;COUNT=10;INTERVAL=2
2447,component=vevent
2447,Component=vevent
2453,dir = directly connected
2453,unreach = unreachable
2457,PLU = Primary Logical Unit (session initiator)
2457,SLU = Secondary Logical Unit (session destination)
2459,O=gov; C=US
2478,negResult = accept (the negotiation result)
2478,negResult = reject (the negotiation result)
2494,done = false
2494,done = true
2508,U = UDP checksum
2508,M = RTP marker bit
2508,S = RTP sequence number
2508,T = RTP timestamp
2508,L = RTP CSRC count and list
2518,Extension = path  ; path is defined in section 3.2.1 of RFC 2068
2518,No-tag-list = List
2520,Length = variable
2522,DU13 = Communication Administratively Prohibited
2522,SF0  = Bad SPI
2522,SF4  = Need Authentication
2522,SF5  = Need Authorization
2522,WC   = Want Confidentiality
2522,RBC  = Receive Bad Cookie
2522,RRL  = Receive Resource Limit
2522,RVF  = Receive Verification Failure
2522,RMR  = Receive Message Reject
2522,TO-  = Timeout with counter expired
2522,UTO  = Update TimeOut
2522,XTO  = Exchange TimeOut
2522,sbc  = Send Bad Cookie
2522,srl  = Send Resource Limit
2522,svf  = Send Verification Failure
2522,brto = Backoff Retransmission TimeOut
2522,buto = Backoff Update TimeOut
2522,rto  = Set Retransmission TimeOut
2522,uto  = Set Update TimeOut
2522,xto  = Set Exchange TimeOut
2533,attr       =  ftag
2533,fname      =  ftag        ; Feature predicate name
2533,param      =  expr
2535,AL = algorithm byte
2535,PR = protocols indicated by protocol byte or future assigned flags
2537,hash = MD5 ( data )
2543,option-tag  =  token
2543,field-name      =  token
2543,encryption-scheme  =  token
2543,key-scheme    =  token
2543,protocol-version = token
2543,concealed-host   = token
2543,s=Mbone Audio
2543,i=Discussion of Mbone Engineering Issues
2543,best = r;
2543,name  =  definition
2550,month    = 2digit
2550,day      = 2digit
2550,hour     = 2digit
2550,minute   = 2digit
2550,second   = 2digit
2562,tn3270eRtDataAvgCountTrans = AvgCountTrans
2573,snmpTargetAddrTDomain     = snmpUDPDomain
2573,snmpTargetParamsMPModel                = 3m
2574,temp = keyOld;
2574,usmUserPrivKeyChange=pkcValue
2574,usmUserAuthKeyChange=akcValue
2574,usmUserAuthKeyChange=kcValue
2574,usmUserOwnAuthKeyChange=kcValue
2608,scope-list = Development
2609,driver=scsi;platform=sys3.2-rs3000
2609,template-type=FOO
2609,sample-rate= integer L
2612,KEYSIZE=the current key length in bits
2612,KEY=the key in hexadecimal format
2612,PT=the plaintext to be encrypted
2612,KEY=2342bb9efa38542c0af75647f29f615d
2612,OUT=e2c604af966715811b377f12de19e459
2612,OUT=5375c3be208f38eed0419d98f50dd9b3
2612,OUT=732e4ec0f205e39afaf407c956d83728
2612,OUT=af23fd837033dc81a60be8a69865c543
2612,OUT=8b5e011401e1124f731135fa780c59ef
2612,OUT=bdea3985cd08c7902096561b76f20944
2612,OUT=438053fe465c299bcb35f273b10ea71a
2612,OUT=172c3a9a2791509d5939f58b703f2533
2612,OUT=79178d5f90187732f8007fd3884cc309
2612,OUT=e9e2b1f23e82479baec3b3b35fdf890f
2612,OUT=1f3270101b2b38adc4818ca2aafc334a
2612,OUT=c842a08972b43d20836c91d1b7530f6b
2612,CT=c842a08972b43d20836c91d1b7530f6b
2612,KEY=2342bb9efa38542cbed0ac83940ac298bac77a7717942863
2612,OUT=4d468c8ca43c1ab66eae0bb9062fe876
2612,OUT=1fd808cfd82ac7354728e719a4cc0ebe
2612,OUT=d3507d51934db5335cebdbb550b774b6
2612,OUT=fab3a20243c1c67bf1759f40c4b732e8
2612,OUT=cf003a27ba91d2346ddfa8ec76bdf029
2612,OUT=b4fb78a74bbacccbfa45c36c23ed997e
2612,OUT=1cedb6d94abb223765f0fb9364a8f07f
2612,OUT=b3289009a03b021d54cec6628712c165
2612,OUT=a4d8f6d0abd8613d241fff3c2ba02882
2612,OUT=61a3f74a9a5da18d53a25ce8f3302357
2612,OUT=ca5ad45111a662f740c9a94b1d43dfb6
2612,OUT=1b386c0210dcadcbdd0e41aa08a7a7e8
2612,CT=1b386c0210dcadcbdd0e41aa08a7a7e8
2612,KEY=2342bb9efa38542cbed0ac83940ac2988d7c47ce264908461cc1b5137ae6b604
2612,OUT=f6c3b9a6ffd8a31ce04dbcf7772f1536
2612,OUT=9477ef6fd7d6fce3dcaa27d6132465ee
2612,OUT=c056ec5748ecd90f992cf07f3529160f
2612,OUT=7bcc57d80603b6c7b9ca75eea5cb1c2d
2612,OUT=d62686a2b01d11837fb6a46c79fc1816
2612,OUT=1b03a108d6f1878e03a62e72c9c97662
2612,OUT=b11d972f22ed26d085189ca3b6c79d36
2612,OUT=4265774a393a8a32ed78c5c1571893e4
2612,OUT=f4f1322a076d4f5eb2d14dc75815ccf1
2612,OUT=57c3a554eafe71dc6a33fe0bda83f566
2612,OUT=dd9940f4f2e1786ab6f2bdee519a407e
2612,OUT=4f6a2038286897b9c9870136553317fa
2612,CT=4f6a2038286897b9c9870136553317fa
2616,charset = token
2616,content-coding   = token
2616,attribute               = token
2616,chunk-ext-name = token
2616,type           = token
2616,subtype        = token
2616,product-version = token
2616,other-range-unit = token
2616,field-name     = token
2616,extension-method = token
2616,connection-token  = token
2616,protocol-name     = token
2616,protocol-version  = token
2616,pseudonym         = token
2616,disp-extension-token = token
2617,auth-scheme    = token
2617,nc-value         = 8LHEX
2622,med = igp;                     # igp is not one of the enum values
2633,micalg=sha1; boundary=boundary42
2640,byte2mask=0x00;
2652,body = comment linebreak payload
2657,idx= Roland
2657,idx= Hedberg
2660,recv-required=DH
2660,orig-required=CMS
2660,orig-optional=encrypt
2660,recv-optional=CMS
2660,recv-required=encrypt;
2660,Key-name = string
2660,"orig-required=cms; recv-optional=cms,MOSS"
2660,Data = Bytes
2660,DigestedData = DigestAlg Content DigestBytes
2693,S1 = I2
2693,D1 = TRUE
2706,Express=AMER; Diners Club=DINE; Discover=DISC; JCB=JCB;
2706,Mastercard=MAST; Visa=VISA.
2716,L = Length included
2716,M = More fragments
2716,R = Reserved
2733,p = pnew;
2733,p = NULL;
2733,s=FEC Seminar
2735,Type = 0x0009
2735,Length = 0x0008
2755,FH=0x3
2755,FH = 0x01
2781,W1 = 110110yyyyyyyyyy
2781,W2 = 110111xxxxxxxxxx
2787,if      = vrrpOperIfIndex
2787,VrId    = vrrpOperVrId
2787,State   = vrrpOperState
2787,Prior   = vrrpOperPriority
2787,AddrCnt = vrrpOperIpAddrCount
2787,IpAddr  = vrrpOperMasterIpAddr
2787,RowStat = vrrpOperRowStatus
2806,"provider-hostname     = domain ; <domain> is defined in [RFC1035]
                        ; See section 2.5.10"
2817,product-version = token
2823,crc = 0xFFFF;
2823,crc = 0xFFFFFFFFul;
2829,dn         = utf8string    ; with syntax defined in RFC 2253
2829,userid     = utf8string    ; syntax unspecified
2831,nc-value         = 8LHEX
2831,serv-name        = host
2831,response-value   = 32LHEX
2846,"string = PCHAR
         ; note that printable characters are %x20-7E"
2846,mta-I-pstn = domain
2846,string = PCHAR
2846,S=Allocchio;G=Claudio;
2848,s=R2C
2848,i=Ironing Board Promotion
2848,s=marketing
2848,s=faxback
2848,s=R2F
2848,s=faxserver
2848,s=R2HC
2848,s=R2FB
2848,i=ISDN Price List
2848,i=Your documents
2848,i=NFL Final Scores
2848,s=BillsRUs
2880,dpi  = dots per inch
2880,dpmm = dots per millimetre
2885,Mode=SendReceive
2886,"digitMapDescriptor = DigitMapToken EQUAL digitMapName
             [ LBRKT digitMapValue RBRKT ]"
2903,ASM = Application Specific Module
2903,RP  = Repository
2904,PRP = Policy Retrieval Point
2904,PIP = Policy Information Point
2904,PDP = Policy Decision Point
2904,PEP = Policy Enforcement Point
2905,Cardholder = User
2905,Merchant = Service Provider
2905,Issuer = User Organization
2905,Acquirer = Broker
2912,"Feature-expr   =  filter      ; See [1], section 4.1"
2915,ere          = POSIX Extended Regular Expression
2926,template-type = printer
2926,description = STRING
2926,printer-security-mechanisms-supported = STRING L M
2926,printer-operator = STRING O L M
2926,printer-location-address = STRING O
2926,printer-priority-queue = BOOLEAN O
2926,printer-number-up = INTEGER O
2926,printer-paper-output = STRING M L O
2926,template-url-syntax = queue
2926,color-supported = STRING   M
2926,identifier = STRING
2926,weight = STRING
2926,template-type = mount
2926,mountHost = STRING L
2926,mountDirectory = STRING L
2926,mountType = STRING L
2926,mountOption = STRING M O L
2926,mountDumpFrequency = INTEGER O
2926,mountPassNo = INTEGER O
2926,security-mechanisms-supported = none
2960,cwnd = ssthresh
2965,attr        =     token
2965,VALUE           =       value
2965,VALUE           =  value
2967,fn=leslie;search=exact and org=think:search=substring
2967,name= thinking cat
2967,template=USER
2967,LDAPResult = success
2967,FN=th;search=lstring AND FN=C;search=substring AND
2967,FN=T;search=tstring AND ORG=green AND ORG=groceries:case=ignore<NL>
2967,FN=T;search=tstring AND ORG=green\ groceries:case=ignore<NL>
2967,ADR-TYPE=org
2967,TEL-TYPE=work
2967,TEL-TYPE=home
2967,TEL-TYPE=fax
2967,TEL-TYPE=mobile
2967,TEL-TYPE=pager
2967,ADR-TYPE=unqualified
2967,TEL-TYPE=unqualified
2967,c=US
2967,TEL-TYPE=org
2989,M = MUST
2989,S = SHOULD
2989,O = MAY
2989,N = MUST NOT
2989,B = SHOULD NOT
3015,Mode=SendReceive
3024,Mc=M             H1b     H1c
3024,Md=M            H2b     H2d
3049,TerminalType=NVT
3049,TerminalType=TN3270E
3049,template-type=tn3270e
3049,load=integer
3049,LUPool=string X M L
3049,BIND=keyword
3049,DATA=keyword
3049,RESPONSES=keyword
3049,SCS=keyword
3049,SYSREQ=keyword
3049,RFC1576=keyword
3049,RFC1646=keyword
3049,RFC2355=keyword
3049,security=string M
3049,Ciphersuites=string M
3049,platform=string X
3049,protocol=string X
3049,release=string X
3049,template-type=commserver
3050,extension-method  =  token
3050,extension-token    =  token
3050,product-version  =  token
3057,Tr = Recovery Timer
3075,r = 8BAC1AB6 6410435C B7181F95 B16AB97C 92B341C0
3075,s = 41E2345F 1F56DF24 58F426D1 55B4BA2D B6DCD8C8
3079,s = Magic3
3079,s = Magic2
3081,ackno      = seqno
3081,window     = size
3087,s=Session SDP
3088,domain = null;
3094,state = OOS
3105,template-type = rsip
3105,tunnel-type = STRING L M O
3105,transport = STRING L M O
3108,c=ATM GWID officeABCmgx101vism12
3108,c=ATM ALIAS officeABCmgx101vism12
3108,c=ATM NSAP
3110,hash = SHA1 ( data )
3116,Checksum = EDAF
3116,Checksum = E5FD
3116,Checksum = F7FF
3119,needToEnqueue = False;
3119,endOfData = endOfHeadFrame;
3119,aduFrame = the next ADU frame from the depacketizing step;
3119,iiLastSeen = ii;
3119,iccLastSeen = icc;
3149,s=MGCP RTP Session
3149,s=MGCP Call
3155,T = the sending rate in bytes per second
3155,s = the packet size in bytes
3155,tRTO = TCP retransmit timeout value in seconds
3174,H1 = EFCDAB89
3174,H2 = 98BADCFE
3174,s = t AND MASK;
3174,D = C;
3174,A = temp;
3189,s=POI Seminar
3189,i=A Seminar on how to make Presentations on the Internet
3190,s=POI (Audio only)
3190,i=A Seminar on making Presentations on the Internet
3191,"string = PCHAR
         ; note that printable characters are %x20-7E"
3191,mta-I-pstn = domain
3192,mta-I-fax = domain
3204,other-handling        =  token
3204,disp-extension-token  =  token
3204,s=SDP seminar
3204,base=etsi121
3212,Type = 0x0804
3212,Type = 0x0823
3212,Type = 0x0100
3212,S= User specified
3220,Identification = Network Time Protocol timestamp or Nonce
3224,template-type=NetHive
3224,features= string M O
3224,current-users= string M
3229,instance-manipulation = token [imparams]
3229,imparam-name = token
3230,digest-algorithm = token
3249,ORCPT=rfc822;ifax@example.net
3249,boundary=JUK199912121854870001
3249,boundary=JUK199912121934240002
3259,"CHAR            =  %x01-7E
                   ; any 7-bit US-ASCII character,
                    excluding NUL and delete"
3259,MsgDigest = base64
3259,key              =    base64
3259,SCOPE=HOSTLOCAL
3261,handling=required
3261,micalg=sha1; boundary=boundary42
3261,s=Session SDP
3264,a=recvonly
3264,a=sendonly
3264,a=inactive
3264,a=sendrecv
3265,extension-substate   = token
3265,event-reason-extension = token
3275,r = 8BAC1AB6 6410435C B7181F95 B16AB97C 92B341C0
3275,s = 41E2345F 1F56DF24 58F426D1 55B4BA2D B6DCD8C8
3280,O=gov; C=US
3285,bPrecedingCR = FALSE;
3285,bPrecedingLF = TRUE;
3285,bPrecedingFF = FALSE;
3285,bPrecedingFF = TRUE;
3285,bPrecedingLF = FALSE;
3285,bPrecedingCR = TRUE;
3292,Code = SYN indicates that the controller has not specified if
3292,Code = SYN indicates that the switch does not support
3331,Tr = Recovery Timer
3332,Tr = Recovery Timer
3334,acc-indication = on
3344,Identification = Network Time Protocol timestamp or Nonce
3357,Type-P-One-Way-Loss-Period-Total = maximum value of the first entry
3385,C = CRC;
3385,D = Data;
3388,identification-tag = token
3388,i=This media stream contains the Spanish translation
3388,a=recvonly
3404,terminal = false;
3404,terminal = true;
3404,key = newkey;
3404,rewriteflag = true;
3413,snmpTargetAddrTDomain     = snmpUDPDomain
3414,temp = keyOld;
3414,usmUserPrivKeyChange=pkcValue
3414,usmUserAuthKeyChange=akcValue
3414,usmUserAuthKeyChange=kcValue
3414,usmUserOwnAuthKeyChange=kcValue
3448,DF = THRESHOLD;
3459,other-handling    =  token
3461,addr-type = atom
3461,sub-domain = atom
3461,ORCPT=rfc822;Bob@Example.COM
3461,ORCPT=rfc822;Carol@Ivory.EDU
3461,ORCPT=rfc822;Dana@Ivory.EDU
3461,ORCPT=rfc822;Eric@Bombs.AF.MIL
3461,ORCPT=rfc822;George@Tax-ME.GOV
3461,boundary=abcde
3461,boundary=bcdef
3461,boundary=cdefg
3461,boundary=defgh
3464,address-type = atom
3464,diagnostic-type = atom
3464,mta-name-type = atom
3464,extension-field-name = atom
3464,boundary=foobar
3486,other-compression  =  token
3492,n = m;
3507,Extension-Method = token
3523,CSN = Circuit Switched Network
3525,Mode=SendReceive
3530,modified = TRUE;
3539,Pending = FALSE;
3539,Pending = TRUE;
3539,Pending = TRUE       OKAY
3539,Pending = TRUE       REOPEN
3539,TdA   = Delayed ACK timer
3539,Tsr   = Server request processing time
3539,Tpr   = Proxy request processing time
3539,TpR   = Proxy reply processing time
3539,TpD   = Proxy delayed ack processing time
3542,extlen = currentlen;
3542,value4 = 0x12345678;
3542,value8 = 0x0102030405060708;
3542,value1 = 0x01;
3542,value2 = 0x1331;
3542,value4 = 0x01020304;
3545,dI  = delta IPv4 ID
3545,dT  = delta RTP timestamp
3545,I   = absolute IPv4 ID
3545,F   = additional flags byte
3545,M   = marker bit
3545,S   = absolute RTP sequence number
3545,T   = absolute RTP timestamp
3545,P   = RTP payload type
3545,C   = CSRC count
3545,CID = Context ID
3550,rsp = rspn;
3550,n = members;
3550,n = senders;
3556,s=SDP Seminar
3556,i=A Seminar on the session description protocol
3566,K1 = 0x01010101010101010101010101010101 encrypted with Key K
3566,K2 = 0x02020202020202020202020202020202 encrypted with Key K
3566,K3 = 0x03030303030303030303030303030303 encrypted with Key K
3579,EAP-Type=Nak
3579,EAP-Type=Foo
3580,Tunnel-Private-Group-ID=VLANID
3588,FQDN               = Fully Qualified Host Name
3588,supported-auth-applications= string L M
3588,supported-acct-applications= string L M
3588,supported-transports= string L M
3603,RKS-Group-ID            = token
3603,Laes-sig          = hostport
3611,c31 = c13;
3611,c32 = c23;
3632,ip-address-v6-compressed =  colon colon
3640,config=11B0; sizeLength=13; indexLength=3;
3659,"type=file;x.myfact=foo,bar;"
3666,Interworking=encountered
3713,MASK8   = 0xff;
3713,MASK32  = 0xffffffff;
3713,MASK64  = 0xffffffffffffffff;
3713,MASK128 = 0xffffffffffffffffffffffffffffffff;
3713,KL = K;    KR = 0;
3713,Sigma1 = 0xA09E667F3BCC908B;
3713,Sigma2 = 0xB67AE8584CAA73B2;
3713,Sigma3 = 0xC6EF372FE94F82BE;
3713,Sigma4 = 0x54FF53A5F1D36F1C;
3713,Sigma5 = 0x10E527FADE682D1D;
3713,Sigma6 = 0xB05688C2B3E6C1FD;
3720,key=value in the data part of a Login or Text Request or Response
3720,key=value pairs of its own as part of a sequence and not only in
3720,InitiatorAlias=Exchange Server
3720,AuthMethod=KRB5
3720,AuthMethod=SPKM1
3720,AuthMethod=SPKM2
3720,AuthMethod=SRP
3720,TargetAuth=Yes
3720,TargetAuth=No
3720,AuthMethod=CHAP
3720,AuthMethod=None
3720,SendTargets=All
3720,send-data-SNACK = TRUE;
3720,send-status-SNACK = TRUE;
3720,send-recovery-R2T = TRUE;
3720,snack-failure = FALSE;
3720,snack-failure = TRUE;
3720,send-status-SNACK = FALSE;
3720,AffectedConnection = Connection;
3720,NewConnection = Connection;
3723,B = maximum bytes sent on the SA
3723,n = block size in bits
3743,VersionDate = YYYYMMDD
3768,H  =  Host computer
3768,MR  =  Master Router
3776,proto = MH
3776,proto = ICMPv6
3776,proto = X
3779,Encoding = 0x03 0x02  0x04  0x80
3794,s=SDP Seminar
3794,a=recvonly
3794,X = reserved
3794,RG = restricted group
3794,UG = unrestricted group
3794,A  = alias
3798,address-type = atom
3798,mta-name-type = atom
3798,disposition-modifier-extension = atom
3798,extension-field-name = atom
3813,mplsInSegmentIndex              = 0x00000015
3817,Host-Uniq = R1 (assigned)
3817,Host-Uniq = R2 (assigned)
3817,Host-Uniq = R1 (echoed)
3817,AC-Cookie = C1 (assigned)
3817,Host-Uniq = R2 (echoed)
3817,AC-Cookie = C2 (assigned)
3817,AC-Cookie = C1 (echoed)
3817,Host-Uniq =  R2 (assigned)
3817,Host-Uniq = R1
3822,template-type=fcip
3822,fcip-entity-name = opaque L
3822,transports = string M L
3822,mgmt-entity = string M O L
3822,fcip-discovery-domain = string M L
3834,extension                = token
3851,micalg=sha1; boundary=boundary42
3859,to             =  mailbox
3860,to             =  mailbox
3862,micalg=sha1;
3865,Attdl-Protocol = Atom
3868,Tr = Recovery Timer
3875,var-name           = token
3875,extension-var-name = token
3875,extension-auth = token
3875,type         = token
3875,subtype      = token
3875,attribute    = token
3875,protocol          = token
3875,product-version = token
3875,field-name      = token
3875,extension-code = 3digit
3876,initial      = value
3876,final        = value
3885,local-envid     = xtext
3885,fqhn            = xtext
3887,mtrk-secret = base64
3890,s=Example of TIAS and maxprate in use
3890,config=000001B008000001B509000001010000012000884006682C2090A21F
3892,micalg=sha1; boundary=dragons39
3892,handling=required
3892,s=Session SDP
3892,micalg=sha1; boundary=boundary42
3893,s=Session SDP
3893,micalg=sha1; boundary=boundary42
3893,handling=required
3903,entity-tag         = token
3917,M = must
3917,S = should
3917,O = may (optional)
3920,rspauth=ea40f60335c427b5527b84dbabcdfffd
3947,NAT-OAi = Iaddr
3947,NAT-OAr = Raddr
3947,NAT-OAi = NATPub
3947,NAT-OAr = Nat2Pub
3947,NAT-OAi = Nat1Pub
3949,Count = number of strips
3949,Count = SamplesPerPixel
3951,cfileid=NULL;
3951,pbytes=bytes;
3951,maxcc = cc;
3951,lag = ilag;
3951,po = Out;
3951,pa = a;
3951,pos=cbvectors;
3951,lag=i;
3951,bestcrit=crit;
3951,hfl=hfl2;
3951,pu=useq1;
3951,tloc=i;
3951,pp=residual;
3951,scale=maxIn;
3951,tindex=i;
3951,minmeasure=measure;
3951,pos=cbvec;
3951,chirp = coef;
3951,mindist = dist;
3951,ppe = energy;
3951,gain = ftmp;
3951,eInd = range;
3951,counter = sInd;
3951,j=i;
3951,bitno-=posLeft;
3951,bitno-=BitsLeft;
3951,po=Out;
3958,target = [initial domain]
3958,naptr-done = false
3958,rr-done = false
3958,cur-rr = [first NAPTR RR]
3958,rr-done = true
3958,cur-rr = [next rr in list]
3958,naptr-done = true
3961,tmp2 = truncate tmp1 to multiple of m
3961,newstate = last block of ciphertext
3962,Salt=0x1234567878563412
3973,oiflist = NULL
3977,"command-datastream = UNDEFINED
  ; not used, provided as a hook for extensions"
3989,mc = middlebox challenge
4004,Session-Id = foo
4004,Session-Id = bar
4006,service-context = Token
4009,L = R;
4010,s = 6n
4018,template-type=iscsi
4018,iscsi-name = string
4018,portal-group = integer
4018,transports = string M L
4018,mgmt-entity = string O
4018,alias = string O
4018,auth-name = string M X
4018,auth-addr = string M X
4018,auth-cred = string M X
4018,boot-list = string M O
4018,protocols = string M
4018,server-priority = integer
4024,Subject=Fax Message (3p)
4035,name = fqdn
4036,diffServClfrElementSpecific=zeroDotZero row of
4067,"PCTD = 0x4 (Predictive Context Transfer
            Data)"
4080,Appl = signaling application
4088,securityName    = userinfo    ; SNMP securityName
4088,contextName     = segment     ; SNMP contextName
4117,a=recvonly
4117,a=sendonly
4128,"Nmax = link capacity; i.e., the maximum number of simultaneously
       established LSPs for all classes together"
4134,micalg=SHA1;
4141,image-coding=JBIG
4141,paper-size=letter
4165,IPx = IP address
4165,PW  = Registered port number for M2PA
4170,TRANSMIT-LENGTH    = infinite
4186,MK = e576d5ca 332e9930 018bf1ba ee2763c7 95b3c712
4186,"EMSK =   5949eab0 fff69d52 315c6c63 4fd14a7f
         0d52023d 56f79698 fa6596ab eed4f93f
         bb48eb53 4d985414 ceed0d9a 8ed33c38
         7c9dfdab 92ffbdf2 40fcecf6 5a2c93b9"
4186,"MSK   =  6263f614 973895e1 335f7e30 cff028ee
         2176f519 002c9abe 732fe0ef 00cf167c
         756d9e4c ed6d5ed6 40eb3fe3 8565ca07
         6e7fb8a8 17cfe8d9 adbce441 d47c4f5e"
4188,floor   =  quotient [ignore remainder]
4202,Encoding = SDH
4202,Encoding = SDH (comes from DWDM)
4202,Encoding = Lambda (photonic)
4202,Encoding = SDH (comes from WDM)
4226,i = C
4226,offset = truncationOffset;
4226,Secret = 0x3132333435363738393031323334353637383930
4231,"HMAC-SHA-224 = 896fb1128abbdf196832107cd49df33f
               47b4b1169912ba4f53684b22"
4231,"HMAC-SHA-256 = b0344c61d8db38535ca8afceaf0bf12b
               881dc200c9833da726e9376c2e32cff7"
4231,"HMAC-SHA-384 = afd03944d84895626b0825f4ab46907f
               15f9dadbe4101ec682aa034c7cebc59c
               faea9ea9076ede7f4af152e8b2fa9cb6"
4231,"HMAC-SHA-512 = 87aa7cdea5ef619d4ff0b4241a1d6cb0
               2379f4e2ce4ec2787ad0b30545e17cde
               daa833b7d6b8a702038b274eaea3f4e4
               be9d914eeb61f1702e696c203a126854"
4231,"HMAC-SHA-224 = a30e01098bc6dbbf45690f3a7e9e6d0f
               8bbea2a39e6148008fd05e44"
4231,"HMAC-SHA-256 = 5bdcc146bf60754e6a042426089575c7
               5a003f089d2739839dec58b964ec3843"
4231,"HMAC-SHA-384 = af45d2e376484031617f78d2b58a6b1b
               9c7ef464f5a01b47e42ec3736322445e
               8e2240ca5e69e2c78b3239ecfab21649"
4231,"HMAC-SHA-512 = 164b7a7bfcf819e2e395fbe73b56e0a3
               87bd64222e831fd610270cd7ea250554
               9758bf75c05a994a6d034f65f8f0e6fd
               caeab1a34d4a6b4b636e070a38bce737"
4231,"HMAC-SHA-224 = 7fb3cb3588c6c1f6ffa9694d7d6ad264
               9365b0c1f65d69d1ec8333ea"
4231,"HMAC-SHA-256 = 773ea91e36800e46854db8ebd09181a7
               2959098b3ef8c122d9635514ced565fe"
4231,"HMAC-SHA-384 = 88062608d3e6ad8a0aa2ace014c8a86f
               0aa635d947ac9febe83ef4e55966144b
               2a5ab39dc13814b94e3ab6e101a34f27"
4231,"HMAC-SHA-512 = fa73b0089d56a284efb0f0756c890be9
               b1b5dbdd8ee81a3655f83e33b2279d39
               bf3e848279a722c806b485a47e67c807
               b946a337bee8942674278859e13292fb"
4231,"HMAC-SHA-224 = 6c11506874013cac6a2abc1bb382627c
               ec6a90d86efc012de7afec5a"
4231,"HMAC-SHA-256 = 82558a389a443c0ea4cc819899f2083a
               85f0faa3e578f8077a2e3ff46729665b"
4231,"HMAC-SHA-384 = 3e8a69b7783c25851933ab6290af6ca7
               7a9981480850009cc5577c6e1f573b4e
               6801dd23c4a7d679ccf8a386c674cffb"
4231,"HMAC-SHA-512 = b0ba465637458c6990e5a8c5f61d4af7
               e576d97ff94b872de76f8050361ee3db
               a91ca5c11aa25eb4d679275cc5788063
               a5f19741120c4f2de2adebeb10a298dd"
4231,HMAC-SHA-224 = 0e2aea68a90c8d37c988bcdb9fca6fa8
4231,HMAC-SHA-256 = a3b6167473100ee06e0c796c2955552b
4231,HMAC-SHA-384 = 3abf34c3503b2a23a46efc619baef897
4231,HMAC-SHA-512 = 415fad6271580a531d4179bc891d87a6
4231,"HMAC-SHA-224 = 95e9a0db962095adaebe9b2d6f0dbce2
               d499f112f2d2b7273fa6870e"
4231,"HMAC-SHA-256 = 60e431591ee0b67f0d8a26aacbf5b77f
               8e0bc6213728c5140546040f0ee37f54"
4231,"HMAC-SHA-384 = 4ece084485813e9088d2c63a041bc5b4
               4f9ef1012a2b588f3cd11f05033ac4c6
               0c2ef6ab4030fe8296248df163f44952"
4231,"HMAC-SHA-512 = 80b24263c7c1a3ebb71493c1dd7be8b4
               9b46d1f41b4aeec1121b013783f8f352
               6b56d037e05f2598bd0fd2215d6a1e52
               95e64f73f63f0aec8b915a985d786598"
4231,"HMAC-SHA-224 = 3a854166ac5d9f023f54d517d0b39dbd
               946770db9c2b95c9f6f565d1"
4231,"HMAC-SHA-256 = 9b09ffa71b942fcb27635fbcd5b0e944
               bfdc63644f0713938a7f51535c3a35e2"
4231,"HMAC-SHA-384 = 6617178e941f020d351e2f254e8fd32c
               602420feb0b8fb9adccebb82461e99c5
               a678cc31e799176d3860e6110c46523e"
4231,"HMAC-SHA-512 = e37b6a775dc87dbaa4dfa9f96e5e3ffd
               debd71f8867289865df5a32d20cdc944
               b6022cac3c4982b10d5eeb55c3e4de15
               134676fb6de0446065c97440fa8c6a58"
4233,Tr = Recovery Timer
4234,b           =  binary
4234,d           =  decimal
4234,x           =  hexadecimal
4236,opes-agent-id = absoluteURI
4240,vxml-keyword      = token
4240,vxml-value        = token
4240,instance-id     = token
4244,s=Session SDP
4247,C-HDR = compressed header
4247,HD    = header decompression
4269,T = R;
4287,atomUri = text
4293,icmpMsgStatsType=X MAY be instantiated before but MUST be
4302,Seqh = Th
4302,Tl = Seql (shift bits)
4303,Seqh = Th
4303,Tl = Seql (shift bits)
4314,identifier      = astring
